CustomerID,Gender,MaritalStatus,PaymentMethod,SpendingTarget,EstimatedIncome,CreditAmount,TermLoanMonths,YearlyInterestRate,MonthlyCharges,TotalAmountPayments,CurrentLoans,SustainabilityIndicator,EmploymentStatus,ExistingCustomer,Nationality,BKR_Registration,DefaultInd
4737-HOBAX,Male,Divorced,Electronic check,Outstanding loan,"€ 43,000.00","€ 9,810.00",114,9.5%,€ 130.97,"€ 14,930.02",0,No,Employed,No,Dutch,No,0
0537-QYZZN,,Married,Electronic check,Study loan debt,"€ 67,000.00","€ 20,520.00",109,9.9%,€ 286.15,"€ 31,189.89",0,No,Self-Employed,No,Dutch,No,0
3340-QBBFM,Male,Registered partnership,Bank transfer,Study,"€ 54,000.00","€ 13,750.00",90,9.7%,€ 215.62,"€ 19,405.84",0,No,Self-Employed,No,Chinese,No,0
1704-NRWYE,Female,Single,Bank transfer,,"€ 66,000.00","€ 11,440.00",34,8.7%,€ 380.85,"€ 12,949.06",1,No,Self-Employed,Yes,Dutch,No,0
2592-SEIFQ,Male,Married,Electronic check,Study,"€ 37,000.00","€ 22,770.00",105,9.6%,€ 321.36,"€ 33,742.60",0,No,Self-Employed,No,Dutch,No,0
8200-KLNYW,Female,Divorced,Electronic check,Other,"€ 67,000.00","€ 22,110.00",76,9.9%,€ 392.75,"€ 29,849.29",0,Yes,Self-Employed,No,Dutch,No,0
3372-CDXFJ,Male,Married,Bank transfer,Renovation,"€ 61,000.00","€ 20,810.00",80,9.7%,€ 354.25,"€ 28,339.89",0,Yes,Freelancer,No,Dutch,No,0
4781-ZXYGU,Male,Widowed,Bank transfer,Car,"€ 72,000.00","€ 11,000.00",61,8.4%,€ 222.18,"€ 13,553.01",0,Yes,Employed,No,Chinese,No,0
7632-YUTXB,Female,Single,Bank transfer,Outstanding loan,"€ 82,000.00","€ 32,000.00",39,8.5%,€ 941.94,"€ 36,735.73",0,No,Employed,No,Dutch,No,0
2718-YSKCS,Male,Divorced,Bank transfer,Renovation,"€ 56,000.00","€ 26,810.00",84,9.2%,€ 434.07,"€ 36,462.25",0,Yes,Employed,No,Dutch,No,0
9896-UYMIE,Male,Married,Mailed check,Study loan debt,"€ 60,000.00","€ 8,060.00",56,9.5%,€ 178.74,"€ 10,009.56",0,No,Employed,No,Dutch,No,0
0853-NWIFK,,Married,Electronic check,Outstanding loan,"€ 33,000.00","€ 19,810.00",101,9.6%,€ 286.68,"€ 28,954.44",1,No,Self-Employed,Yes,Dutch,No,0
8212-CRQXP,Female,Single,Bank transfer,Outstanding loan,"€ 24,000.00","€ 19,730.00",116,9.6%,€ 261.67,"€ 30,354.15",2,No,Self-Employed,Yes,Dutch,No,0
6980-CDGFC,Female,Single,Bank transfer,Car,"€ 72,000.00","€ 41,000.00",17,9.5%,"€ 2,587.22","€ 43,982.66",2,Yes,Employed,Yes,Dutch,Yes,1
7691-XVTZH,Female,Registered partnership,Bank transfer,Car,"€ 71,000.00","€ 23,000.00",99,9.3%,€ 333.59,"€ 33,025.53",0,Yes,Freelancer,No,Dutch,No,0
2520-SGTTA,Female,Married,Bank transfer,Study loan debt,"€ 80,000.00","€ 37,000.00",20,8.4%,"€ 1,988.98","€ 39,779.55",1,No,Employed,Yes,Dutch,Yes,1
7481-ATQQS,Female,Single,Bank transfer,Outstanding loan,"€ 33,000.00","€ 55,700.00",76,9.5%,€ 97.82,"€ 7,434.04",0,No,Employed,No,Dutch,No,0
2277-VWCNI,Female,Married,Bank transfer,Other,"€ 37,000.00","€ 23,200.00",25,9.0%,"€ 1,021.18","€ 25,529.57",0,Yes,Freelancer,No,Dutch,No,0
1088-CNNKB,Male,Divorced,Bank transfer,Outstanding loan,"€ 77,000.00","€ 23,000.00",63,9.9%,€ 469.61,"€ 29,585.23",0,No,Employed,No,Dutch,No,0
8642-GVWRF,Female,Married,Bank transfer,Study loan debt,"€ 82,000.00","€ 23,000.00",107,9.3%,€ 317.04,"€ 33,923.62",0,No,Employed,No,Dutch,Yes,0
1930-BZLHI,Male,Registered partnership,Bank transfer,Study loan debt,"€ 89,000.00","€ 33,000.00",109,9.7%,€ 456.61,"€ 49,770.54",0,No,Self-Employed,No,Dutch,No,0
3400-ESFUW,Male,Married,Bank transfer,Renovation,"€ 60,000.00","€ 14,400.00",64,9.9%,€ 290.51,"€ 18,592.56",0,Yes,Employed,No,Dutch,No,0
5868-YTYKS,Male,Married,Electronic check,Outstanding loan,"€ 24,000.00","€ 18,140.00",83,9.4%,€ 298.07,"€ 24,740.08",0,No,Self-Employed,No,Norwegian,No,1
3525-DVKFN,Female,Single,Electronic check,Study loan debt,"€ 82,000.00","€ 37,000.00",25,9.5%,"€ 1,637.12","€ 40,927.95",0,No,Employed,No,Dutch,No,0
1482-OXZSY,Male,Divorced,Bank transfer,Outstanding loan,"€ 49,000.00","€ 29,860.00",21,8.9%,"€ 1,540.76","€ 32,356.06",0,No,Employed,No,Dutch,No,0
0377-JBKKT,Male,Registered partnership,Electronic check,,"€ 86,000.00","€ 23,000.00",47,8.5%,€ 577.05,"€ 27,121.20",0,Yes,Self-Employed,No,Dutch,No,0
5778-BVOFB,Female,Married,Bank transfer,Car,"€ 74,000.00","€ 38,000.00",35,8.2%,"€ 1,224.41","€ 42,854.20",2,Yes,Employed,Yes,Dutch,No,0
3373-YZZYM,Male,Married,Credit card,Study loan debt,"€ 75,000.00","€ 34,000.00",83,9.8%,€ 565.65,"€ 46,948.58",0,No,Self-Employed,No,Dutch,No,0
2057-ZBLPD,Female,Single,Electronic check,Renovation,"€ 35,000.00","€ 15,550.00",35,8.2%,€ 501.04,"€ 17,536.39",0,Yes,Employed,No,Dutch,No,0
0228-MAUWC,Male,Married,Bank transfer,Study,"€ 60,000.00","€ 11,250.00",76,9.2%,€ 195.87,"€ 14,885.87",0,No,Employed,No,Dutch,No,0
5502-RLUYV,Female,Married,Credit card,,"€ 32,000.00","€ 17,870.00",78,9.2%,€ 305.24,"€ 23,808.93",0,No,Employed,No,Indian,No,0
0023-HGHWL,Male,Registered partnership,Electronic check,Other,"€ 80,000.00","€ 8,000.00",23,9.4%,€ 381.46,"€ 8,773.50",0,Yes,Freelancer,No,Italian,No,0
7663-YJHSN,Female,Single,Bank transfer,,"€ 71,000.00","€ 41,000.00",46,8.3%,"€ 1,043.66","€ 48,008.15",1,No,Self-Employed,Yes,DUTCH,No,1
4915-BFSXL,Male,Divorced,Credit card,Other,"€ 33,000.00","€ 28,440.00",80,9.6%,€ 482.69,"€ 38,614.81",0,Yes,Self-Employed,No,Dutch,No,1
3086-RUCRN,Female,Registered partnership,Electronic check,Car,"€ 42,000.00","€ 6,710.00",45,9.3%,€ 177.19,"€ 7,973.64",0,Yes,Freelancer,No,Dutch,No,0
5215-LNLDJ,Female,Divorced,Electronic check,Study,"€ 23,000.00","€ 28,260.00",97,9.4%,€ 417.00,"€ 40,448.58",0,No,Employed,No,Dutch,No,0
7576-JMYWV,Female,Registered partnership,Mailed check,Car,"€ 73,000.00","€ 36,000.00",80,9.6%,€ 610.99,"€ 48,879.51",0,Yes,Employed,No,Dutch,No,0
9039-RBEEE,Male,Registered partnership,Electronic check,Outstanding loan,"€ 56,000.00","€ 29,520.00",100,9.2%,€ 423.76,"€ 42,375.62",1,No,Freelancer,Yes,Estonian,Yes,1
0257-KXZGU,Female,Single,Bank transfer,Car,"€ 53,000.00","€ 26,950.00",38,9.5%,€ 824.01,"€ 31,312.41",0,Yes,Freelancer,No,Dutch,No,0
1307-ATKGB,Male,Single,Credit card,Study loan debt,"€ 40,000.00","€ 10,150.00",92,9.9%,€ 157.87,"€ 14,524.45",3,No,Self-Employed,Yes,Thai,No,0
8417-FMLZI,Male,Registered partnership,Bank transfer,Renovation,"€ 23,000.00","€ 8,800.00",113,9.3%,€ 117.17,"€ 13,240.63",0,Yes,Employed,No,Dutch,No,0
3714-XPXBW,Female,Divorced,Credit card,Study loan debt,"€ 86,000.00","€ 26,000.00",104,9.6%,€ 369.20,"€ 38,396.89",0,No,Freelancer,No,French,No,1
1850-AKQEP,Male,Divorced,Bank transfer,Study,"€ 83,000.00","€ 7,000.00",60,8.6%,€ 143.95,"€ 8,637.20",0,No,Employed,No,Morocan,No,1
2824-DXNKN,Female,Married,Electronic check,Study loan debt,"€ 76,000.00","€ 38,000.00",68,8.8%,€ 711.69,"€ 48,395.20",3,No,Employed,Yes,Dutch,No,0
5227-JSCFE,Male,Registered partnership,Credit card,Outstanding loan,"€ 27,000.00","€ 23,540.00",19,8.6%,"€ 1,329.64","€ 25,263.16",0,No,Employed,No,Dutch,No,0
0848-ZGQIJ,Female,Divorced,Bank transfer,Study loan debt,"€ 74,000.00","€ 5,000.00",45,9.7%,€ 132.99,"€ 5,984.35",0,No,Employed,No,Dutch,No,0
3621-CHYVB,Female,Married,Bank transfer,Study,"€ 80,000.00","€ 26,000.00",114,9.7%,€ 349.93,"€ 39,891.68",0,No,Self-Employed,No,Dutch,No,0
8042-RNLKO,Male,Registered partnership,Mailed check,Car,"€ 62,000.00","€ 25,440.00",15,8.7%,"€ 1,796.03","€ 26,940.39",0,Yes,Employed,No,Dutch,No,0
1792-UXAFY,Female,Registered partnership,Bank transfer,Outstanding loan,"€ 46,000.00","€ 8,380.00",117,9.6%,€ 110.56,"€ 12,936.04",0,No,Self-Employed,No,Dutch,No,0
5372-FBKBN,Female,Widowed,Bank transfer,Study,"€ 76,000.00","€ 31,000.00",61,9.2%,€ 638.17,"€ 38,928.34",0,No,Employed,No,Dutch,No,0
0420-TXVSG,Male,Married,Mailed check,Study,"€ 79,000.00","€ 43,000.00",59,9.8%,€ 921.36,"€ 54,360.14",3,No,Employed,Yes,Dutch,No,0
6217-TOWGS,Female,Single,Electronic check,Study,"€ 49,000.00","€ 29,030.00",58,9.8%,€ 630.38,"€ 36,562.22",0,No,Freelancer,No,Dutch,No,0
0515-YPMCW,Male,Single,Electronic check,Outstanding loan,"€ 89,000.00","€ 48,000.00",96,9.7%,€ 720.76,"€ 69,193.21",0,No,Self-Employed,No,Dutch,No,0
0378-XSZPU,Male,Divorced,Bank transfer,Car,"€ 30,000.00","€ 19,290.00",74,9.7%,€ 347.39,"€ 25,706.67",0,Yes,Employed,No,Dutch,No,1
1045-LTCYT,Female,Registered partnership,Bank transfer,Outstanding loan,"€ 67,000.00","€ 17,030.00",82,9.9%,€ 286.62,"€ 23,502.53",1,No,Self-Employed,Yes,Dutch,No,0
1544-JJMYL,Male,Single,Bank transfer,Outstanding loan,"€ 71,000.00","€ 39,000.00",29,8.8%,"€ 1,497.80","€ 43,436.17",0,No,Self-Employed,No,Dutch,No,1
4636-JGAAI,Male,Single,Electronic check,Other,"€ 74,000.00","€ 19,000.00",57,9.9%,€ 419.18,"€ 23,893.07",0,Yes,Employed,No,Dutch,No,0
6874-SGLHU,Male,Married,Bank transfer,Car,"€ 38,000.00","€ 27,650.00",104,9.6%,€ 392.63,"€ 40,833.62",0,Yes,Freelancer,No,Dutch,No,0
5951-AOFIH,Male,Single,Credit card,Renovation,"€ 73,000.00","€ 39,000.00",78,9.9%,€ 680.00,"€ 53,040.10",0,Yes,Employed,No,Dutch,No,0
4729-XKASR,Male,Married,Credit card,Study,"€ 53,000.00","€ 10,430.00",70,9.2%,€ 193.10,"€ 13,516.84",0,No,Self-Employed,No,Dutch,No,0
3059-NGMXB,Male,Single,Electronic check,Car,"€ 71,000.00","€ 45,000.00",95,9.5%,€ 675.72,"€ 64,193.02",0,Yes,Employed,No,Indonesian,No,0
8652-YHIYU,Female,Divorced,Electronic check,Study loan debt,"€ 46,000.00","€ 12,240.00",95,9.4%,€ 183.16,"€ 17,399.75",0,No,Self-Employed,No,DUTCH,No,1
5278-PNYOX,Female,Divorced,Bank transfer,Car,"€ 45,000.00","€ 8,970.00",42,9.9%,€ 253.58,"€ 10,650.20",0,Yes,Employed,No,Dutch,No,0
5449-FIBXJ,Male,Married,Electronic check,Study,"€ 44,000.00","€ 12,740.00",95,9.4%,€ 190.64,"€ 18,110.52",0,No,Employed,No,Dutch,No,1
3486-HOOGQ,Female,Registered partnership,Bank transfer,Study loan debt,"€ 61,000.00","€ 6,170.00",30,9.4%,€ 231.58,"€ 6,947.37",0,No,Employed,No,Dutch,No,0
5061-PBXFW,Female,Married,Electronic check,Study,"€ 34,000.00","€ 9,460.00",109,9.2%,€ 128.36,"€ 13,991.11",0,No,Self-Employed,No,Dutch,Yes,1
8630-FJLIB,Female,Married,Bank transfer,Renovation,"€ 64,000.00","€ 7,900.00",96,9.6%,€ 118.21,"€ 11,348.19",0,Yes,Employed,No,Dutch,No,0
3891-NLXJB,Male,Divorced,Bank transfer,Outstanding loan,"€ 66,000.00","€ 9,290.00",85,9.8%,€ 152.01,"€ 12,920.89",0,No,Employed,No,Dutch,No,1
4749-OJKQU,Female,Married,Bank transfer,Study loan debt,"€ 67,000.00","€ 13,850.00",30,9.4%,€ 519.83,"€ 15,594.98",0,No,Employed,No,Dutch,No,0
0577-WHMEV,Female,Married,Credit card,Study loan debt,"€ 27,000.00","€ 10,340.00",96,9.7%,€ 155.26,"€ 14,905.37",0,No,Employed,No,Estonian,No,0
5453-AXEPF,Male,Married,Credit card,Other,"€ 79,000.00","€ 35,000.00",58,9.4%,€ 753.20,"€ 43,685.41",0,Yes,Employed,No,Dutch,No,0
3639-XJHKQ,Female,Married,Electronic check,Other,"€ 88,000.00","€ 38,000.00",21,9.7%,"€ 1,974.74","€ 41,469.46",0,Yes,Self-Employed,No,Dutch,No,0
3716-LRGXK,Male,Divorced,Credit card,,"€ 83,000.00","€ 46,000.00",99,9.8%,€ 679.31,"€ 67,252.09",0,No,Employed,No,Chinese,No,0
2263-SFSQZ,Male,Divorced,Electronic check,Study loan debt,"€ 64,000.00","€ 8,120.00",93,9.8%,€ 124.97,"€ 11,621.77",0,No,Employed,No,Dutch,No,0
9950-MTGYX,Male,Divorced,Bank transfer,Renovation,"€ 48,000.00","€ 18,540.00",27,8.6%,€ 757.69,"€ 20,457.71",0,Yes,Employed,No,Dutch,No,0
3397-AVTKU,Male,Divorced,Credit card,Renovation,"€ 34,000.00","€ 11,590.00",113,9.6%,€ 156.20,"€ 17,650.71",0,Yes,Employed,No,Dutch,No,0
4825-FUREZ,Male,Single,Bank transfer,,"€ 44,000.00","€ 5,680.00",25,8.8%,€ 249.49,"€ 6,237.31",2,No,Employed,Yes,Dutch,No,0
9837-BMCLM,Male,Divorced,Bank transfer,,"€ 86,000.00","€ 11,000.00",118,9.2%,€ 141.99,"€ 16,755.21",0,Yes,Self-Employed,No,Dutch,No,0
2672-OJQZP,Female,Single,Bank transfer,Outstanding loan,"€ 26,000.00","€ 19,300.00",95,9.9%,€ 293.86,"€ 27,916.73",0,No,Employed,No,Dutch,No,0
0137-UDEUO,Female,Married,Electronic check,Study loan debt,"€ 57,000.00","€ 29,920.00",113,9.5%,€ 401.62,"€ 45,382.94",0,No,Self-Employed,No,Dutch,No,1
3134-DSHVC,Female,Single,Bank transfer,Study,"€ 73,000.00","€ 49,000.00",76,9.3%,€ 855.57,"€ 65,023.23",0,No,Employed,No,Dutch,No,0
6161-UUUTA,Male,Single,Bank transfer,Study loan debt,"€ 60,000.00","€ 28,240.00",26,8.9%,"€ 1,198.25","€ 31,154.53",0,No,Employed,No,Dutch,No,0
7821-DPRQE,Male,Married,Bank transfer,Study loan debt,"€ 67,000.00","€ 20,760.00",83,9.5%,€ 342.18,"€ 28,401.33",0,No,Self-Employed,No,Dutch,No,1
6543-XRMYR,Female,Single,Bank transfer,Study loan debt,"€ 44,000.00","€ 29,160.00",47,9.5%,€ 745.42,"€ 35,034.58",0,No,Employed,No,Dutch,No,0
2001-EWBQU,Female,Widowed,Electronic check,Other,"€ 81,000.00","€ 38,000.00",118,9.6%,€ 498.80,"€ 58,857.94",1,Yes,Freelancer,Yes,Dutch,No,0
4925-LMHOK,Male,Single,Electronic check,Study,"€ 48,000.00","€ 7,570.00",99,9.6%,€ 110.99,"€ 10,988.06",0,No,Self-Employed,No,Dutch,No,0
1608-GMEWB,Male,Divorced,Bank transfer,Outstanding loan,"€ 89,000.00","€ 31,000.00",35,8.2%,€ 998.86,"€ 34,960.01",0,No,Employed,No,Dutch,No,1
6695-AMZUF,Female,Divorced,Bank transfer,Study,"€ 82,000.00","€ 46,000.00",72,9.7%,€ 845.25,"€ 60,857.70",0,No,Freelancer,No,Dutch,No,0
1455-UGQVH,Male,Single,Electronic check,Study,"€ 40,000.00","€ 18,430.00",18,8.5%,"€ 1,094.17","€ 19,694.98",0,No,Self-Employed,No,Algerian,No,0
8410-BGQXN,Male,Married,Bank transfer,Renovation,"€ 56,000.00","€ 8,800.00",108,9.4%,€ 121.05,"€ 13,073.55",0,Yes,Employed,No,Dutch,No,0
8280-MQRQN,Female,Single,Electronic check,Study loan debt,"€ 56,000.00","€ 13,760.00",83,9.3%,€ 225.40,"€ 18,708.24",0,No,Self-Employed,No,Indian,No,1
1619-YWUBB,Female,Divorced,Credit card,Study loan debt,"€ 46,000.00","€ 15,620.00",45,9.1%,€ 411.00,"€ 18,495.03",0,No,Self-Employed,No,Dutch,Yes,0
7611-YKYTC,Male,Single,Bank transfer,Study loan debt,"€ 77,000.00","€ 19,000.00",50,9.8%,€ 464.38,"€ 23,218.85",0,No,Employed,No,Dutch,No,0
2037-SGXHH,Male,Single,Electronic check,Car,"€ 75,000.00","€ 37,000.00",39,8.4%,"€ 1,087.40","€ 42,408.56",0,Yes,Employed,No,Dutch,No,0
3178-FESZO,Female,Single,Mailed check,Car,"€ 76,000.00","€ 35,000.00",53,8.6%,€ 796.05,"€ 42,190.65",0,Yes,Employed,No,Dutch,No,0
0365-GXEZS,Male,Divorced,Bank transfer,Study loan debt,"€ 70,000.00","€ 35,000.00",118,9.4%,€ 455.60,"€ 53,760.63",0,No,Employed,No,Dutch,No,0
0082-OQIQY,Male,Married,Electronic check,Outstanding loan,"€ 39,000.00","€ 15,150.00",14,9.8%,"€ 1,149.59","€ 16,094.29",0,No,Freelancer,No,Dutch,No,0
6087-MVHJH,Female,Single,Credit card,Study,"€ 74,000.00","€ 35,000.00",105,9.7%,€ 495.83,"€ 52,062.54",0,No,Employed,No,Dutch,No,1
4603-JANFB,,Divorced,Bank transfer,Study loan debt,"€ 59,000.00","€ 8,720.00",23,8.8%,€ 413.39,"€ 9,507.91",0,No,Employed,No,Dutch,No,0
3018-TFTSU,Male,Divorced,Mailed check,Study loan debt,"€ 54,000.00","€ 8,070.00",67,8.4%,€ 151.31,"€ 10,137.50",0,No,Self-Employed,No,Dutch,No,0
3606-SBKRY,Male,Divorced,Electronic check,Other,"€ 34,000.00","€ 28,980.00",106,9.4%,€ 403.44,"€ 42,764.82",0,Yes,Employed,No,Dutch,No,0
4806-KEXQR,Male,Single,Credit card,Other,"€ 31,000.00","€ 5,530.00",100,9.6%,€ 80.55,"€ 8,054.79",0,Yes,Freelancer,No,Dutch,No,0
0667-NSRGI,Female,Single,Credit card,Study,"€ 44,000.00","€ 10,510.00",46,8.2%,€ 267.04,"€ 12,283.79",0,No,Self-Employed,No,Thai,No,1
7083-YNSKY,Female,Single,Credit card,,"€ 31,000.00","€ 14,000.00",98,9.7%,€ 207.38,"€ 20,323.39",0,No,Employed,No,Dutch,No,0
6893-ODYYE,Male,Divorced,Electronic check,Study loan debt,"€ 50,000.00","€ 21,210.00",49,8.7%,€ 515.84,"€ 25,276.02",0,No,Self-Employed,No,Dutch,No,0
8242-JSVBO,Male,Divorced,Bank transfer,Study loan debt,"€ 42,000.00","€ 14,360.00",64,9.4%,€ 286.16,"€ 18,314.10",0,No,Employed,No,Dutch,No,1
2479-BRAMR,Male,Single,Bank transfer,Car,"€ 29,000.00","€ 29,190.00",109,9.7%,€ 403.89,"€ 44,024.30",1,Yes,Self-Employed,Yes,Dutch,No,0
9541-ZPSEA,Male,Widowed,Bank transfer,Study loan debt,"€ 50,000.00","€ 26,510.00",97,9.3%,€ 389.79,"€ 37,809.22",0,No,Employed,No,Dutch,No,0
2665-NPTGL,Female,Divorced,Bank transfer,,"€ 53,000.00","€ 20,900.00",71,9.0%,€ 380.74,"€ 27,032.63",0,No,Employed,No,Dutch,No,1
1139-WUOAH,Male,Widowed,Bank transfer,Outstanding loan,"€ 27,000.00","€ 7,510.00",62,8.4%,€ 149.73,"€ 9,283.03",0,No,Self-Employed,No,Dutch,No,1
4693-VWVBO,Female,Single,Mailed check,Renovation,"€ 45,000.00","€ 22,340.00",29,9.4%,€ 864.15,"€ 25,060.45",1,Yes,Employed,Yes,Dutch,No,0
7434-SHXLS,Female,Registered partnership,Bank transfer,Outstanding loan,"€ 84,000.00","€ 26,000.00",96,9.6%,€ 389.05,"€ 37,348.49",0,No,Self-Employed,No,Dutch,No,0
6937-GCDGQ,Male,Married,Electronic check,Study,"€ 50,000.00","€ 13,490.00",84,9.3%,€ 219.10,"€ 18,404.49",0,No,Employed,No,Dutch,Yes,1
0988-JRWWP,Female,Single,Electronic check,Study,"€ 41,000.00","€ 28,650.00",98,9.6%,€ 422.88,"€ 41,442.26",0,No,Employed,No,Dutch,No,0
5075-JSDKI,Female,Registered partnership,Bank transfer,Study,"€ 58,000.00","€ 23,530.00",71,9.2%,€ 430.99,"€ 30,600.13",1,No,Employed,Yes,Dutch,No,0
7908-QCBCA,Female,Single,Bank transfer,Study,"€ 88,000.00","€ 24,000.00",25,9.8%,"€ 1,065.23","€ 26,630.84",0,No,Employed,No,Dutch,No,0
8644-XYTSV,Male,Married,Credit card,Outstanding loan,"€ 33,000.00","€ 21,310.00",62,9.3%,€ 434.18,"€ 26,919.07",0,No,Employed,No,DUTCH,No,0
6711-FLDFB,Female,Married,Bank transfer,Study loan debt,"€ 58,000.00","€ 18,920.00",42,9.6%,€ 532.17,"€ 22,351.10",2,No,Employed,Yes,Dutch,No,0
3873-WOSBC,Male,Married,Credit card,Outstanding loan,"€ 88,000.00","€ 41,000.00",49,8.9%,"€ 1,001.03","€ 490,504.97",0,No,Self-Employed,No,Dutch,No,0
7465-ZZRVX,Male,,Bank transfer,Car,"€ 52,000.00","€ 9,920.00",94,9.6%,€ 150.54,"€ 14,150.87",0,Yes,Freelancer,No,DUTCH,No,0
7975-JMZNT,Male,Married,Bank transfer,Outstanding loan,"€ 24,000.00","€ 27,660.00",102,9.7%,€ 399.19,"€ 40,717.85",0,No,Employed,No,Dutch,No,0
7251-XFOIL,,Divorced,Credit card,Other,"€ 67,000.00","€ 19,620.00",96,9.9%,€ 296.68,"€ 28,481.28",1,Yes,Freelancer,Yes,Dutch,No,0
4116-IQRFR,Male,Married,Electronic check,Study loan debt,"€ 67,000.00","€ 7,370.00",50,8.6%,€ 175.90,"€ 8,795.25",0,No,Employed,No,Dutch,No,0
3714-JTVOV,Female,Single,Bank transfer,Outstanding loan,"€ 37,000.00","€ 5,880.00",21,9.8%,€ 305.83,"€ 6,422.53",0,No,Freelancer,No,Dutch,No,1
8259-DZLIZ,Female,Single,Bank transfer,Outstanding loan,"€ 46,000.00","€ 28,030.00",36,9.3%,€ 895.27,"€ 32,229.55",0,No,Self-Employed,No,Dutch,No,0
0442-ZXKVS,Female,Single,Bank transfer,Study,"€ 55,000.00","€ 15,280.00",117,9.5%,€ 200.77,"€ 23,489.96",0,No,Freelancer,No,Dutch,No,0
7853-WNZSY,,Single,Bank transfer,Study loan debt,"€ 41,000.00","€ 17,490.00",75,9.6%,€ 311.02,"€ 23,326.39",2,No,Self-Employed,Yes,Dutch,Yes,1
3120-FAZKD,Male,Single,Electronic check,Study,"€ 79,000.00","€ 44,000.00",76,9.6%,€ 774.92,"€ 58,893.63",1,No,Freelancer,Yes,Dutch,No,0
8606-OEGQZ,Female,Widowed,Bank transfer,Renovation,"€ 27,000.00","€ 28,920.00",110,9.4%,€ 393.22,"€ 43,253.69",3,Yes,Self-Employed,Yes,Portuguese,No,0
0225-ZORZP,Male,Divorced,Credit card,Study loan debt,"€ 81,000.00","€ 26,000.00",57,8.5%,€ 556.00,"€ 31,691.73",0,No,Employed,No,Dutch,No,0
4702-IOQDC,Female,Married,Bank transfer,Other,"€ 61,000.00","€ 8,940.00",117,9.4%,€ 116.98,"€ 13,686.58",1,Yes,Employed,Yes,Chinese,No,0
9489-JMTTN,Female,Single,Bank transfer,Study,"€ 59,000.00","€ 7,770.00",103,9.8%,€ 111.85,"€ 11,520.65",0,No,Self-Employed,No,Dutch,No,0
0575-CUQOV,Male,Married,Credit card,Car,"€ 25,000.00","€ 23,410.00",105,9.4%,€ 327.90,"€ 34,429.07",0,Yes,Employed,No,Dutch,No,0
0967-BMLBD,Female,Married,Electronic check,Outstanding loan,"€ 85,000.00","€ 22,000.00",43,9.0%,€ 600.45,"€ 25,819.54",0,No,Employed,No,Dutch,No,0
6178-KFNHS,Female,Divorced,Electronic check,Car,"€ 86,000.00","€ 9,000.00",17,8.3%,€ 562.97,"€ 9,570.55",0,Yes,Employed,No,Dutch,No,0
2830-LEWOA,Male,Married,Bank transfer,Study loan debt,"€ 57,000.00","€ 5,630.00",74,9.7%,€ 101.39,"€ 7,502.78",3,No,Self-Employed,Yes,Dutch,No,0
5006-MXVRN,Female,Single,Bank transfer,Study,"€ 63,000.00","€ 16,230.00",32,9.1%,€ 573.12,"€ 18,339.97",1,No,Employed,Yes,Dutch,No,0
1264-BYWMS,Male,Single,Bank transfer,Study,"€ 80,000.00","€ 26,000.00",61,9.2%,€ 535.24,"€ 32,649.58",0,No,Employed,No,Dutch,Yes,0
9658-WYUFB,Female,Single,Electronic check,Outstanding loan,"€ 30,000.00","€ 16,710.00",81,9.4%,€ 279.40,"€ 22,631.35",0,No,Employed,No,Dutch,No,0
8327-WKMIE,Male,Divorced,Electronic check,Renovation,"€ 45,000.00","€ 20,840.00",64,9.2%,€ 413.24,"€ 26,447.40",0,Yes,Employed,No,Dutch,No,0
6917-FIJHC,,Single,Electronic check,Outstanding loan,"€ 50,000.00","€ 6,480.00",107,9.3%,€ 89.32,"€ 9,557.61",0,No,Freelancer,No,Dutch,No,0
5329-KRDTM,Male,Married,Bank transfer,Car,"€ 52,000.00","€ 202,200.00",17,9.8%,"€ 1,278.73","€ 21,738.39",0,Yes,Self-Employed,No,Dutch,No,0
7797-EJMDP,Female,Widowed,Mailed check,Study loan debt,"€ 37,000.00","€ 11,450.00",79,9.5%,€ 195.51,"€ 15,445.14",0,No,Self-Employed,No,French,No,0
3530-VWVGU,Female,Widowed,Electronic check,Study,"€ 25,000.00","€ 12,040.00",105,9.9%,€ 171.86,"€ 18,045.08",1,No,Employed,Yes,Dutch,No,0
2013-SGDXK,Female,Single,Bank transfer,Study,"€ 51,000.00","€ 5,420.00",100,9.5%,€ 78.66,"€ 7,865.92",3,No,Employed,Yes,Dutch,No,0
6368-NWMCE,Female,Divorced,Electronic check,Renovation,"€ 38,000.00","€ 5,740.00",116,9.9%,€ 77.07,"€ 8,940.05",1,,Self-Employed,Yes,Russian,No,0
3633-CDBUW,Male,Registered partnership,Electronic check,Study loan debt,"€ 73,000.00","€ 9,000.00",115,9.4%,€ 119.02,"€ 13,687.23",0,No,Employed,No,Dutch,Yes,1
0707-HOVVN,Female,Registered partnership,Electronic check,Car,"€ 89,000.00","€ 24,000.00",113,9.9%,€ 327.37,"€ 36,992.54",0,Yes,Self-Employed,No,Belgian,No,0
8580-QVLOC,Female,Divorced,Credit card,Outstanding loan,"€ 56,000.00","€ 27,740.00",107,9.6%,€ 386.83,"€ 41,390.54",0,No,Self-Employed,No,Dutch,No,1
3956-MGXOG,Female,Divorced,Bank transfer,Study loan debt,"€ 31,000.00","€ 14,840.00",83,9.9%,€ 247.65,"€ 20,555.02",0,No,Employed,No,Dutch,No,0
