,CustomerID,Gender,MaritalStatus,PaymentMethod,SpendingTarget,EstimatedIncome,CreditAmount,TermLoanMonths,YearlyInterestRate,MonthlyCharges,TotalAmountPayments,CurrentLoans,SustainabilityIndicator,EmploymentStatus,ExistingCustomer,Nationality,BKR_Registration,DefaultInd
2637,7665-NKLAV,Female,Married,Electronic check,Outstanding loan,54000.00,20070.00,14,9.5%,1520.14,21282.01,0,No,Employed,No,Dutch,No,0
2638,6769-DCQLI,Male,Single,Bank transfer,Study loan debt,75000.00,49000.00,22,8.5%,2413.18,53090.02,0,No,Employed,No,Dutch,No,0
2639,2433-KMEAS,Male,Divorced,Bank transfer,Car,33000.00,5760.00,82,9.5%,95.76,7852.46,0,Yes,Self-Employed,No,Dutch,No,0
2640,4391-LNRXK,Male,Married,Credit card,Study loan debt,51000.00,15360.00,65,9.1%,300.19,19512.35,2,No,Employed,Yes,Dutch,No,0
2641,8250-ZNGGW,Female,Divorced,Bank transfer,Outstanding loan,73000.00,8000.00,14,8.8%,603.35,8446.96,0,No,Employed,No,Dutch,No,0
2642,2195-ZRVAX,Female,Married,Bank transfer,Study loan debt,30000.00,20230.00,36,9.3%,646.14,23260.93,1,No,Employed,Yes,Dutch,No,0
2643,3550-SAHFP,Female,Single,Bank transfer,Study loan debt,76000.00,16000.00,30,9.6%,602.01,18060.34,0,No,Employed,No,Russian,No,0
2644,2011-TRQYE,Male,Registered partnership,Bank transfer,Outstanding loan,87000.00,28000.00,24,9.9%,1290.77,30978.38,0,No,Employed,No,Dutch,No,0
2645,8562-GHPPI,Female,Registered partnership,Electronic check,Outstanding loan,76000.00,7000.00,61,8.7%,142.40,8686.53,0,No,Employed,No,Dutch,No,0
2646,5893-PYOLZ,Male,Married,Bank transfer,Other,73000.00,21000.00,91,9.5%,324.66,29544.39,0,Yes,Employed,No,Dutch,No,0
2647,4986-MXSFP,Female,Divorced,Bank transfer,Study loan debt,33000.00,29600.00,54,9.9%,681.51,36801.29,0,No,Employed,No,Dutch,No,1
2648,6131-FOYAS,Male,Married,Bank transfer,Outstanding loan,59000.00,27610.00,15,9.3%,1956.84,29352.65,0,No,Employed,No,Dutch,No,0
2649,3027-YNWZU,Female,Single,Electronic check,Study loan debt,51000.00,20230.00,108,9.5%,279.36,30171.24,1,No,Employed,Yes,Dutch,No,1
2650,5609-IMCGG,Female,Single,Bank transfer,Study loan debt,40000.00,29740.00,117,9.9%,397.27,46480.73,2,No,Employed,Yes,Portuguese,No,0
2651,4873-ILOLJ,Male,Single,Bank transfer,Study,57000.00,20810.00,14,9.5%,1576.19,22066.70,0,No,Employed,No,Dutch,No,0
2652,4727-MCYZG,Male,Divorced,Electronic check,Study loan debt,54000.00,9920.00,66,9.3%,192.58,12709.95,0,No,Self-Employed,No,Dutch,No,1
2653,9481-WHGWY,Female,Registered partnership,Bank transfer,,39000.00,18950.00,66,9.8%,372.56,24589.04,0,Yes,Self-Employed,No,Dutch,No,0
2654,2725-KXXWT,Male,Divorced,Electronic check,Outstanding loan,85000.00,29000.00,115,9.7%,388.23,44646.80,0,No,Employed,No,Indian,No,0
2655,9565-DJPIB,Female,Divorced,Mailed check,Renovation,89000.00,44000.00,52,9.8%,1041.90,54178.70,0,Yes,Employed,No,Dutch,No,0
2656,4328-VUFWD,Female,Single,Bank transfer,Study loan debt,84000.00,29000.00,49,9.3%,713.57,34964.94,0,No,Employed,No,Dutch,No,0
2657,3301-LSLWQ,Female,Single,Electronic check,Study,80000.00,18000.00,64,8.9%,354.28,22674.13,0,No,Freelancer,No,Dutch,No,0
2658,7473-ZBDSN,Female,Married,Bank transfer,Study loan debt,83000.00,17000.00,15,9.5%,1206.43,18096.47,0,No,Employed,No,Dutch,No,0
2659,3166-PNEOF,Female,Married,Credit card,Outstanding loan,59000.00,28070.00,107,9.9%,395.96,42367.38,0,No,Employed,No,Dutch,No,0
2660,5639-NTUPK,Male,Divorced,Electronic check,Study loan debt,29000.00,29960.00,101,9.9%,438.34,44272.35,0,No,Self-Employed,No,Dutch,No,0
2661,8780-YRMTT,Female,Single,Electronic check,,40000.00,26050.00,60,9.1%,542.02,32521.22,0,No,Employed,No,Dutch,Yes,1
2662,8348-HFYIV,Male,Registered partnership,Bank transfer,Study,27000.00,21180.00,55,9.4%,475.47,26150.71,0,No,Employed,No,Dutch,No,0
2663,5140-FOMCQ,Female,Single,Credit card,Outstanding loan,78000.00,23000.00,47,8.9%,581.39,27325.47,0,No,Employed,No,Dutch,No,1
2664,6242-SGYTS,Male,Divorced,Credit card,Other,32000.00,15120.00,47,9.9%,389.40,18301.87,3,Yes,Employed,Yes,Dutch,No,0
2665,8166-ORCHU,Male,Registered partnership,Electronic check,Car,41000.00,28500.00,82,9.6%,475.28,38972.66,0,Yes,Freelancer,No,Dutch,No,0
2666,8414-OOEEL,Male,Divorced,Bank transfer,Outstanding loan,73000.00,14000.00,28,8.2%,551.06,15429.65,2,No,Employed,Yes,Dutch,No,0
2667,8454-AATJP,Female,Divorced,Bank transfer,Study,84000.00,35000.00,64,9.6%,700.91,44858.08,0,No,Employed,No,Dutch,No,1
2668,6849-WLEYG,Male,Married,Bank transfer,Outstanding loan,61000.00,22000.00,45,9.3%,580.96,26143.07,2,No,Employed,Yes,French,No,0
2669,4659-NZRUF,Female,Single,Electronic check,Study loan debt,43000.00,12530.00,56,9.5%,277.87,15560.77,0,No,Self-Employed,No,Dutch,No,0
2670,4531-AUZNK,Female,Divorced,Electronic check,Renovation,82000.00,39000.00,117,9.2%,506.08,59211.79,1,Yes,Self-Employed,Yes,Dutch,No,0
2671,4191-XOVOM,Male,Registered partnership,Bank transfer,Outstanding loan,56000.00,6440.00,26,8.5%,272.07,7073.93,2,No,Employed,Yes,Dutch,No,0
2672,2150-OEGBV,Male,Single,Mailed check,Study loan debt,47000.00,26010.00,17,8.7%,1631.76,27739.84,0,No,Self-Employed,No,Dutch,No,1
2673,8429-XIBUM,Male,Married,Bank transfer,Outstanding loan,81000.00,36000.00,78,9.7%,624.03,48674.37,0,No,Employed,No,Dutch,No,0
2674,1855-CFULU,Female,Widowed,Bank transfer,Renovation,39000.00,25930.00,41,8.3%,728.52,29869.17,1,Yes,Employed,Yes,Dutch,No,0
2675,4878-BUNFV,Male,Married,Bank transfer,Renovation,61000.00,10960.00,100,9.8%,160.80,16080.11,0,Yes,Self-Employed,No,Dutch,No,0
2676,1872-EBWSC,Female,Divorced,Electronic check,Renovation,57000.00,24770.00,23,9.1%,1177.67,27086.48,0,Yes,Employed,No,Dutch,No,0
2677,2608-BHKFN,Female,Married,Credit card,Study,76000.00,30000.00,86,9.4%,480.75,41344.10,0,No,Employed,No,Dutch,No,0
2678,7026-YMSBE,Male,Single,Electronic check,Outstanding loan,60000.00,22240.00,84,9.9%,368.06,30917.23,0,No,Self-Employed,No,Dutch,No,1
2679,7341-LXCAF,Male,Single,Bank transfer,Outstanding loan,64000.00,9490.00,88,9.3%,149.16,13126.45,0,No,Employed,No,Dutch,No,0
2680,6997-UVGOX,Male,Divorced,Bank transfer,Outstanding loan,34000.00,20010.00,20,9.4%,1084.82,21696.47,0,No,Employed,No,Dutch,No,1
2681,9674-EHPPG,Male,Widowed,Mailed check,Outstanding loan,83000.00,13000.00,86,9.2%,206.99,17801.25,0,No,Self-Employed,No,Dutch,No,0
2682,9462-MJUAW,Male,Registered partnership,Bank transfer,Study loan debt,48000.00,107300.00,31,8.2%,385.26,11943.06,0,No,Self-Employed,No,Dutch,No,0
2683,8128-YVJRG,Female,Divorced,Electronic check,Study loan debt,75000.00,8000.00,76,9.3%,139.68,10616.04,0,No,Self-Employed,No,Dutch,No,0
2684,5440-VHLUL,Male,Registered partnership,Electronic check,Outstanding loan,64000.00,10930.00,89,9.6%,172.14,15320.84,1,No,Employed,Yes,Dutch,No,0
2685,5781-BKHOP,Female,Widowed,Electronic check,Outstanding loan,72000.00,18000.00,25,9.7%,798.09,19952.37,0,No,Employed,No,Dutch,No,0
2686,4283-FUTGF,Male,Divorced,Electronic check,Outstanding loan,55000.00,21640.00,15,8.8%,1528.75,22931.19,0,No,Employed,No,German,No,0
2687,5213-TWWJU,Male,Married,Credit card,Other,53000.00,22410.00,12,8.9%,1958.75,23504.98,1,Yes,Employed,Yes,Dutch,No,0
2688,1569-TTNYJ,Male,Married,Bank transfer,Study loan debt,89000.00,12000.00,85,9.3%,193.27,16428.15,0,No,Self-Employed,No,Dutch,No,0
2689,8628-MFKAX,Female,Married,Electronic check,Outstanding loan,61000.00,26590.00,56,9.7%,592.25,33166.22,0,No,Freelancer,No,Dutch,No,0
2690,2397-BRLOM,Male,Divorced,Electronic check,Study loan debt,80000.00,38000.00,26,9.9%,1629.89,42377.03,0,No,Freelancer,No,Dutch,No,0
2691,7629-WIXZF,Female,Registered partnership,Electronic check,Study,52000.00,5170.00,58,9.9%,112.52,6526.09,0,No,Freelancer,No,Chinese,No,0
2692,5445-GLVOT,Female,Divorced,Bank transfer,Outstanding loan,87000.00,18000.00,69,9.4%,338.69,23369.32,3,No,Self-Employed,Yes,Austrian,No,0
2693,3976-HXHCE,Male,Divorced,Credit card,Study loan debt,54000.00,12990.00,53,9.1%,298.55,15823.38,0,No,Self-Employed,No,German,No,0
2694,2466-NEJOJ,Male,Single,Bank transfer,Car,46000.00,12500.00,107,9.2%,171.64,18365.60,0,Yes,Employed,No,Russian,No,0
2695,0254-KCJGT,Male,Divorced,Bank transfer,Study loan debt,62000.00,12820.00,86,9.4%,205.44,17667.71,0,No,Employed,No,Dutch,No,1
2696,5472-CVMDX,,Married,Bank transfer,Study loan debt,37000.00,8940.00,65,9.4%,176.04,11442.51,0,No,Employed,No,Dutch,No,0
2697,6461-SZMCV,Female,Registered partnership,Mailed check,Study loan debt,78000.00,43000.00,38,9.5%,1314.75,49960.44,0,No,Self-Employed,No,Dutch,No,0
2698,8150-QUDFX,Male,Registered partnership,Credit card,Other,24000.00,10890.00,19,8.2%,613.12,11649.35,0,Yes,Self-Employed,No,Dutch,No,0
2699,9508-ILZDG,Female,Divorced,Electronic check,Study,74000.00,44000.00,38,8.9%,1332.98,50653.09,0,No,Self-Employed,No,Belgian,No,1
2700,2346-DJQTB,Female,Single,Credit card,Study loan debt,64000.00,9450.00,64,8.7%,185.08,11844.95,0,No,Employed,No,Dutch,Yes,1
2701,1697-LYYYX,Female,Divorced,Bank transfer,Renovation,80000.00,29000.00,67,8.2%,540.91,36240.65,1,Yes,Self-Employed,Yes,Dutch,No,0
2702,1942-OQFRW,Male,Married,Bank transfer,Outstanding loan,76000.00,23000.00,27,8.9%,943.13,25464.59,0,No,Employed,No,Dutch,No,0
2703,4749-VFKVB,Female,Registered partnership,Bank transfer,Other,34000.00,9400.00,20,8.3%,504.88,10097.57,0,,Self-Employed,No,Dutch,No,0
2704,9640-ZSLDC,Female,Single,Bank transfer,Study,41000.00,21430.00,119,9.2%,275.20,32748.48,0,No,Self-Employed,No,Dutch,No,1
2705,4231-LZUYM,Female,Single,Electronic check,Other,24000.00,5800.00,49,9.0%,141.88,6952.36,0,Yes,Employed,No,Dutch,No,0
2706,7598-UAASY,Male,Married,Electronic check,Study loan debt,63000.00,15190.00,29,9.3%,586.88,17019.40,0,No,Self-Employed,No,Dutch,No,0
2707,7938-OUHIO,Male,Single,Electronic check,Study loan debt,47000.00,12820.00,33,9.8%,444.76,14676.96,0,No,Employed,No,Dutch,No,0
2708,8510-AWCXC,Female,,Electronic check,Car,68000.00,9690.00,56,9.2%,213.48,11955.04,0,Yes,Self-Employed,No,Dutch,No,0
2709,6128-AQBMT,Male,Single,Electronic check,Study loan debt,27000.00,13010.00,91,9.7%,202.49,18426.59,0,No,Employed,No,DUTCH,No,0
2710,3594-BDSOA,Female,Divorced,Bank transfer,Car,26000.00,12480.00,76,9.4%,218.54,16608.72,0,Yes,Employed,No,Dutch,No,0
2711,0431-APWVY,Female,Single,Mailed check,Study loan debt,69000.00,26900.00,44,9.9%,731.52,32186.69,0,No,Employed,No,Dutch,Yes,1
2712,5133-VRSAB,Male,Widowed,Credit card,Study loan debt,37000.00,13700.00,44,9.6%,370.60,16306.53,0,No,Freelancer,No,Dutch,No,0
2713,5996-DAOQL,Male,Widowed,Mailed check,Study loan debt,45000.00,26460.00,47,8.2%,660.12,31025.62,0,No,Employed,No,British,No,1
2714,6838-YAUVY,Female,Registered partnership,Electronic check,Other,26000.00,26360.00,60,8.4%,539.55,32372.77,0,Yes,Employed,No,Dutch,No,0
2715,0484-JPBRU,Male,Single,Bank transfer,Car,41000.00,11230.00,48,9.5%,282.13,13542.38,0,Yes,Employed,No,Dutch,No,0
2716,7883-ROJOC,Female,Single,Bank transfer,Study loan debt,63000.00,15860.00,116,9.8%,212.08,24601.16,2,No,Employed,Yes,Dutch,Yes,0
2717,0244-LGNFY,Female,Registered partnership,Bank transfer,,51000.00,14610.00,95,9.7%,220.91,20986.79,1,No,Employed,Yes,Dutch,No,0
2718,7274-CGTOD,Male,Married,Mailed check,Other,32000.00,22450.00,58,8.4%,472.28,27392.30,0,Yes,Self-Employed,No,Dutch,No,0
2719,4295-YURET,Female,Single,Credit card,Renovation,46000.00,8870.00,23,8.4%,418.88,9634.13,0,Yes,Self-Employed,No,Dutch,No,0
2720,3426-NIYYL,,Divorced,Credit card,Renovation,79000.00,48000.00,18,9.2%,2865.09,51571.63,0,Yes,Self-Employed,No,Dutch,No,0
2721,8225-BTJAU,Male,Married,Credit card,Study loan debt,74000.00,20000.00,95,9.8%,303.47,28829.21,0,No,Employed,No,Dutch,No,0
2722,4635-EJYPD,Male,Single,Electronic check,Other,35000.00,25810.00,54,9.5%,589.25,31819.27,0,Yes,Freelancer,No,Indian,No,0
2723,1866-ZSLJM,Male,Single,Electronic check,Study,57000.00,28710.00,52,9.8%,679.84,35351.60,0,No,Employed,No,Dutch,Yes,1
2724,4636-TVXVG,Male,Registered partnership,Bank transfer,Other,77000.00,48000.00,92,9.9%,746.60,68687.04,1,Yes,Self-Employed,Yes,Dutch,No,0
2725,4236-UJPWO,Female,Single,Mailed check,,73000.00,14000.00,112,9.4%,188.21,21079.41,0,No,Freelancer,No,Dutch,No,0
2726,9392-XBGTD,Male,Divorced,Mailed check,Study,78000.00,21000.00,52,9.5%,494.23,25700.10,2,No,Employed,Yes,Italian,No,0
2727,3387-VATUS,Male,Married,Bank transfer,Study,37000.00,19170.00,79,9.4%,326.36,25782.06,0,No,Employed,No,Dutch,No,0
2728,6402-SSEJG,Female,Widowed,Credit card,Outstanding loan,78000.00,9000.00,109,9.7%,124.53,13573.78,0,No,Self-Employed,No,Dutch,No,0
2729,1143-NMNQJ,Female,Single,Electronic check,Outstanding loan,63000.00,5960.00,69,9.7%,113.03,7799.25,0,No,Employed,No,Dutch,No,1
2730,1169-SAOCL,,Single,Bank transfer,Other,48000.00,7760.00,41,9.0%,220.56,9042.99,1,Yes,Employed,Yes,Dutch,No,0
2731,1110-KYLGQ,Female,Single,Bank transfer,Study,55000.00,6980.00,100,9.5%,101.30,10129.92,0,No,Employed,No,Dutch,No,0
2732,9929-PLVPA,Female,Single,Credit card,Study,53000.00,16040.00,41,8.3%,450.65,18476.73,0,No,Employed,No,Dutch,No,0
2733,3518-PZXZQ,Female,Married,Bank transfer,Outstanding loan,67000.00,27110.00,91,9.5%,419.13,38140.41,0,No,Employed,No,Dutch,No,0
2734,2371-JUNGC,Male,Married,Bank transfer,Study loan debt,88000.00,43000.00,117,9.7%,569.69,66653.16,0,No,Self-Employed,No,Dutch,No,0
2735,7693-QPEFS,Male,Single,Bank transfer,Renovation,77000.00,23000.00,77,9.2%,396.60,30538.48,2,Yes,Employed,Yes,Dutch,No,0
2736,0924-BJCRC,Female,Married,Credit card,Study loan debt,26000.00,12000.00,34,9.8%,405.64,13791.62,0,No,Employed,No,Dutch,No,0
2737,5074-FBGHB,Male,Single,Mailed check,Study loan debt,80000.00,5000.00,115,9.3%,65.85,7572.92,1,,Employed,Yes,Dutch,No,0
2738,2351-BKRZW,Female,Single,Electronic check,Study,67000.00,21850.00,90,9.3%,338.11,30430.16,0,No,Employed,No,Indonesian,No,0
2739,4455-BFSPD,Female,Single,Bank transfer,Study loan debt,69000.00,16240.00,106,9.2%,224.36,23781.82,0,No,Employed,No,Dutch,No,0
2740,0415-MOSGF,Female,Married,Credit card,Car,27000.00,26540.00,38,8.2%,795.39,30224.80,0,Yes,Self-Employed,No,Dutch,No,0
2741,1724-BQUHA,Male,Registered partnership,Electronic check,Outstanding loan,80000.00,13000.00,18,9.2%,775.96,13967.32,0,No,Employed,No,Dutch,No,0
2742,3948-KXDUF,Male,Married,Electronic check,Study,48000.00,28520.00,79,9.8%,491.33,38814.91,0,No,Self-Employed,No,Dutch,No,0
2743,2323-ARSVR,Male,Single,Electronic check,Study loan debt,56000.00,27000.00,17,8.2%,1687.69,286906.48,0,No,Freelancer,No,Dutch,No,0
2744,0815-MFZGM,Female,Single,Credit card,Study loan debt,61000.00,19940.00,41,8.6%,563.02,23083.63,0,No,Employed,No,Dutch,No,0
2745,4826-XTSOH,Male,Married,Bank transfer,Study loan debt,28000.00,25420.00,103,9.5%,361.87,37272.19,0,No,Employed,No,Dutch,No,1
2746,5480-XTFFL,Female,Registered partnership,Electronic check,Outstanding loan,67000.00,14030.00,12,9.5%,1230.20,14762.40,0,No,Self-Employed,No,Dutch,No,0
2747,8295-FHIVV,Male,Widowed,Bank transfer,Outstanding loan,86000.00,10000.00,105,9.4%,140.07,14706.99,0,No,Self-Employed,No,Dutch,No,0
2748,2495-INZWQ,Male,Married,Bank transfer,Car,53000.00,29860.00,16,9.0%,1987.45,31799.13,1,Yes,Employed,Yes,Dutch,No,0
2749,9086-YJYXS,Male,Divorced,Bank transfer,Study loan debt,42000.00,24870.00,98,9.2%,361.87,35462.77,0,No,Self-Employed,No,Dutch,No,1
2750,1179-INLAT,Male,Single,Electronic check,Outstanding loan,40000.00,17120.00,34,9.5%,576.31,19594.58,0,No,Employed,No,Dutch,No,1
2751,7909-FIOIY,Female,Divorced,Electronic check,Study,45000.00,28970.00,61,9.9%,606.32,36985.28,0,No,Freelancer,No,Dutch,No,1
2752,4139-SUGLD,Male,Single,Electronic check,Study,26000.00,5490.00,89,9.3%,85.62,7619.74,0,No,Self-Employed,No,Dutch,No,0
2753,6857-VWJDT,Female,Single,Bank transfer,Car,53000.00,8140.00,12,8.4%,709.59,8515.11,1,Yes,Self-Employed,Yes,Dutch,No,0
2754,6351-SCJKT,Male,Single,Bank transfer,Outstanding loan,55000.00,8390.00,105,9.6%,118.41,12433.05,1,No,Employed,Yes,Dutch,No,0
2755,5468-BPMMO,Male,Single,Electronic check,Study,56000.00,12410.00,33,9.2%,427.07,14093.25,0,No,Self-Employed,No,Dutch,No,1
2756,5624-BQSSA,Female,Married,Bank transfer,,62000.00,5230.00,51,9.2%,124.29,6338.70,0,Yes,Employed,No,Dutch,No,0
2757,0197-PNKNK,Female,Single,Credit card,,45000.00,13060.00,106,9.8%,184.61,19568.43,0,No,Employed,No,Dutch,No,1
2758,2439-QKJUL,Male,Single,Electronic check,Study,52000.00,12810.00,58,8.9%,272.57,15808.87,2,No,Freelancer,Yes,Dutch,No,1
2759,1194-SPVSP,Male,Married,Electronic check,Outstanding loan,54000.00,10700.00,76,9.5%,187.91,14280.82,2,No,Self-Employed,Yes,Dutch,No,0
2760,9534-NSXEM,Male,Widowed,Bank transfer,Study loan debt,25000.00,17500.00,117,9.2%,227.09,26569.39,0,No,Employed,No,Dutch,No,1
2761,2408-WITXK,Female,Married,Credit card,Study,76000.00,10000.00,55,9.3%,224.01,12320.32,0,No,Self-Employed,No,Dutch,No,0
2762,8929-KSWIH,,Widowed,Bank transfer,Other,52000.00,5580.00,44,9.6%,150.95,6641.64,0,Yes,Self-Employed,No,Dutch,No,0
2763,2250-IVBWA,Male,Registered partnership,Bank transfer,Study,84000.00,33000.00,58,9.6%,713.37,41375.44,0,No,Employed,No,Dutch,No,0
2764,1810-MVMAI,Male,Married,Electronic check,Renovation,75000.00,46000.00,109,9.7%,636.49,69377.11,0,Yes,Employed,No,Dutch,No,0
2765,9506-UXUSK,Male,Divorced,Electronic check,Renovation,65000.00,9970.00,44,9.9%,271.12,11929.42,0,Yes,Self-Employed,No,Dutch,No,0
2766,1229-RCALF,Female,Married,Bank transfer,Study loan debt,30000.00,18430.00,49,8.7%,448.23,21963.08,3,No,Self-Employed,Yes,Dutch,No,0
2767,3572-UOLYZ,Female,Single,Electronic check,Outstanding loan,39000.00,5420.00,81,9.5%,90.90,7362.96,0,No,Employed,No,Dutch,No,0
2768,1429-UYJSV,Female,Registered partnership,Bank transfer,Outstanding loan,88000.00,10000.00,69,8.6%,184.21,12710.52,3,No,Freelancer,Yes,Dutch,No,0
2769,5577-OTWWW,Female,Divorced,Electronic check,Car,52000.00,11390.00,65,8.9%,221.49,14396.59,1,Yes,Employed,Yes,Dutch,No,0
2770,6100-QQHEB,Male,Married,Bank transfer,Study,23000.00,26200.00,66,9.9%,516.40,34082.40,1,No,Self-Employed,Yes,Dutch,No,0
2771,6366-XIVKZ,Female,Single,Bank transfer,Outstanding loan,44000.00,26850.00,20,8.2%,1440.90,28818.02,0,No,Employed,No,Dutch,Yes,1
2772,3470-OBUET,Female,Divorced,Bank transfer,Outstanding loan,23000.00,13530.00,51,8.5%,317.02,16168.02,0,No,Employed,No,Dutch,No,1
2773,2770-NSVDG,Male,Married,Credit card,Car,27000.00,24820.00,99,9.9%,367.85,36417.28,0,Yes,Freelancer,No,Dutch,Yes,0
2774,9375-MHRRS,Male,Divorced,Bank transfer,Study loan debt,84000.00,34000.00,17,8.7%,2133.01,36261.23,0,No,Employed,No,Dutch,No,1
2775,2634-HCZGT,Male,Divorced,Credit card,,38000.00,21600.00,18,9.9%,1296.24,23332.29,0,Yes,Self-Employed,No,Dutch,No,0
2776,7503-QQRVF,Male,Married,Bank transfer,Study,35000.00,21070.00,34,9.4%,708.30,24082.16,2,No,Employed,Yes,Turkish,No,0
2777,4860-YZGZM,Male,Single,Bank transfer,Study loan debt,69000.00,21220.00,100,9.9%,312.46,31246.02,0,No,Self-Employed,No,Dutch,No,0
2778,6599-GZWCM,Female,Single,Electronic check,Study,24000.00,26550.00,83,9.7%,440.34,36548.18,0,No,Employed,No,Dutch,No,0
2779,2691-NZETQ,Male,Single,Credit card,Study loan debt,65000.00,22190.00,92,9.4%,339.36,31221.12,0,No,Employed,No,Dutch,No,0
2780,4404-HIBDJ,Female,Divorced,Electronic check,Renovation,73000.00,49000.00,79,9.4%,834.19,65900.95,0,Yes,Employed,No,Dutch,No,0
2781,5533-NHFRF,Male,Single,Electronic check,Renovation,67000.00,14970.00,47,8.8%,377.70,17752.02,0,Yes,Employed,No,Dutch,No,0
2782,7037-MTYVW,Male,Single,Electronic check,,30000.00,14690.00,50,8.4%,349.22,17461.24,0,No,Employed,No,Dutch,No,0
2783,4760-THGOT,Female,Registered partnership,Bank transfer,Car,42000.00,6540.00,26,9.1%,278.10,7230.59,0,Yes,Employed,No,Dutch,No,0
2784,7295-JOMMD,Female,Single,Bank transfer,Other,42000.00,22220.00,102,9.3%,315.97,32229.34,0,Yes,Self-Employed,No,Dutch,No,0
2785,4016-BJKTZ,Female,Married,Credit card,Other,82000.00,9000.00,17,8.2%,562.56,9563.55,1,Yes,Freelancer,Yes,Dutch,No,0
2786,6584-VQMYT,Male,Single,Bank transfer,Study loan debt,71000.00,9000.00,74,9.3%,160.27,11859.98,0,No,Employed,No,Dutch,No,1
2787,9838-BFCQT,Male,Single,Mailed check,,43000.00,9650.00,51,9.1%,228.87,11672.15,0,No,Employed,No,Dutch,No,0
2788,2790-XUYMV,Male,Registered partnership,Electronic check,,68000.00,22520.00,90,9.6%,351.98,31677.95,0,Yes,Self-Employed,No,Dutch,No,0
2789,0581-MDMPW,Female,Married,Electronic check,Outstanding loan,47000.00,251500.00,64,9.0%,496.24,31759.45,2,No,Employed,Yes,Dutch,No,0
2790,5013-SBUIH,Female,Single,Bank transfer,Study loan debt,57000.00,20610.00,44,8.3%,544.90,23975.63,0,No,Employed,No,Chinese,No,0
2791,1023-BQXZE,Male,Single,Bank transfer,Study,50000.00,25280.00,102,9.2%,358.16,36531.83,0,No,Employed,No,Dutch,No,0
2792,9163-GHAYE,Female,Divorced,Bank transfer,,52000.00,27320.00,28,8.7%,1081.62,30285.31,0,No,Employed,No,Dutch,No,0
2793,3904-UKFRE,Male,Single,Electronic check,Other,77000.00,20000.00,42,9.0%,556.89,23389.39,0,Yes,Freelancer,No,Dutch,No,0
2794,5353-WILCI,Female,Divorced,Electronic check,Study loan debt,86000.00,8000.00,104,9.6%,113.60,11814.43,0,No,Employed,No,Dutch,No,0
2795,0709-TVGUR,Female,,Bank transfer,Outstanding loan,72000.00,26000.00,34,9.2%,871.61,29634.70,0,No,Employed,No,Dutch,No,0
2796,0058-EVZWM,Female,Widowed,Bank transfer,Renovation,31000.00,9230.00,106,9.9%,130.97,13882.37,0,Yes,Employed,No,Dutch,No,0
2797,6023-YEBUP,Male,Registered partnership,Bank transfer,Car,80000.00,27000.00,15,9.8%,1919.83,28797.47,0,Yes,Self-Employed,No,Dutch,Yes,0
2798,7209-JCUDS,Male,Divorced,Electronic check,Other,76000.00,42000.00,54,9.8%,964.96,52108.02,1,Yes,Employed,Yes,Dutch,Yes,1
2799,7009-PCARS,Male,Married,Bank transfer,Other,26000.00,23140.00,34,8.7%,770.37,26192.42,0,Yes,Employed,No,Dutch,No,0
2800,0519-DRGTI,Female,Single,Bank transfer,Outstanding loan,82000.00,31000.00,24,9.9%,1429.06,34297.50,0,No,Employed,No,Indian,No,0
2801,1017-FBQMM,Female,Single,Mailed check,Renovation,82000.00,43000.00,51,8.7%,1011.61,51592.34,0,Yes,Employed,No,Dutch,Yes,1
2802,3001-CBHLQ,Male,Married,Credit card,Outstanding loan,33000.00,52800.00,67,8.9%,100.29,6719.22,0,No,Self-Employed,No,Dutch,No,0
2803,1985-MBRYP,Female,Married,Bank transfer,Outstanding loan,41000.00,27270.00,60,8.9%,564.76,338854.66,0,No,Employed,No,Dutch,No,1
2804,6158-DWPZT,Male,Divorced,Electronic check,Study loan debt,82000.00,12000.00,110,9.2%,161.87,17806.24,0,No,Employed,No,Dutch,No,1
2805,9372-TXXPS,Female,Divorced,Electronic check,Car,27000.00,26980.00,75,9.8%,482.50,36187.53,0,Yes,Employed,No,Dutch,No,0
2806,3259-QMXUN,Male,Divorced,Bank transfer,Car,57000.00,22600.00,31,9.8%,828.16,25673.03,0,Yes,Freelancer,No,Dutch,No,0
2807,1015-JPFYW,Male,Registered partnership,Electronic check,Car,25000.00,7110.00,91,9.7%,110.66,10070.18,0,Yes,Self-Employed,No,Dutch,No,0
2808,6645-MXQJT,Male,Registered partnership,Electronic check,,87000.00,22000.00,50,9.6%,535.59,26779.28,0,No,Freelancer,No,Dutch,No,0
2809,4360-QRAVE,Male,Single,Bank transfer,Study loan debt,82000.00,11000.00,68,9.3%,208.73,14193.52,0,No,Employed,No,Dutch,No,1
2810,8433-WPJTV,Female,Widowed,Bank transfer,Outstanding loan,67000.00,12890.00,95,9.8%,195.58,18580.42,1,No,Employed,Yes,Dutch,No,1
2811,5804-JMYIO,Female,Single,Bank transfer,Other,44000.00,24880.00,99,9.2%,359.55,35595.88,0,Yes,Employed,No,DUTCH,No,0
2812,3763-GCZHZ,Male,Registered partnership,Bank transfer,Renovation,42000.00,10560.00,35,9.9%,348.60,12201.07,2,Yes,Employed,Yes,Dutch,No,0
2813,6484-LATFU,Male,Married,Bank transfer,Other,59000.00,18510.00,92,9.8%,286.94,26398.29,0,Yes,Employed,No,Dutch,No,0
